conhecimento	escola
conchiforme	concóide
psiquiatrista	psiquiatro
panturrilha	sura
carro-de-combate	tanque
afiador	amolador
epitáfio	inscrição
coronal	coronário
estendível	extensivo
desenvergar	endireitar
ofuscador	ofuscante
despoluído	purificado
escadaria	escadós
exibido	mostrado
lindo	preclaro
tarde	tardiamente
antegozo	prelibação
descaroçador	escaroçador
escoldrinhante	esquadrinhante
verde-escuro	verde-montanha
desconversar	dissimular
últimas	vasca
predicante	pregador
proêmio	prólogo
bibliotecal	bibliotecário
mar	oceano
bailéu	tribuna
pendurucalho	pingente
quadriplégico	tetraplégico
transtornado	turbado
gesto	sinal
bói	office-boy
arcabuzamento	espingardeamento
fiapo	filamento
graúdo	influente
documentar	registar
lambanceador	lambanceiro
refletor	reflexor
apito	sibilação
inflamativo	inflamatório
submergível	submersível
ornado	ornamentado
cotanilhoso	cotanoso
granadil	granadino
chumbear	soldar
mixe	mixo
amasiar-se	amigar-se
descivilizar-se	embrutecer-se
rebanhar	reunir
sordícia	sordície
dosagem	doseamento
ajanotado	aperalvilhado
ripadura	ripagem
marfar-se	raivar
invariabilidade	mesmice
incoerentemente	incongruentemente
estopada	sapeca
frete	porte
donzelinha	libélula
cursar	visitar
embebedado	encarrascado
bendizer	louvar
exclamado	gritado
ilegítimo	ilídimo
binocular	binoculizar
cocoruto	extremidade
revestir-se	sortir-se
entesourar	poupar
páscoa	ressurreição
cercão	vizinho
pose	posição
cigano	zíngaro
combustibilidade	inflamabilidade
democrata	democrático
chairel	sobreanca
biboca	venda
engomadeira	passadeira
reexaminar	repensar
alvíssaras	recompensação
insobriedade	intemperança
outonal	outoniço
dominado	rendido
genuflectir	genufletir
conciativo	concitador
resplandescimento	rutilância
parasitismo	sugação
calabouço	enxovia
amidalino	amigdalino
insolvabilidade	insolvibilidade
parafernália	pertences
acoturnado	coturnado
malsoante	malsonante
eleger	preferir
subseqüente	ulterior
intérprete	tradutor
enregelamento	resfriamento
carpófago	frutívoro
imaginativo	sonhador
sultanado	sultanato
estese	sentimento
desgasto	rasura
melifluidade	suavidade
tubular	tubuloso
didactológico	didatológico
cartela	cártula
degelar-se	descongelar-se
avelhantar	avelhar
clicar	retratar
enloirecer	flavescer
fumista	pitador
conversado	entendido
recrudescência	recrudescimento
ginetear	pinotear
trovador	trovista
adstringivo	estítico
aconchegante	aconchegativo
trouxa	zângano
valimento	valor
plenitude	totalidade
cerradão	cerrado
pontiagudo	pontudo
lansquenê	mereré
usualidade	vulgaridade
datilografar	mecanografar
manifestador	manifestante
articulador	fomentador
pós-escrito	post-scriptum
apólogo	fábula
rural	rústico
enfrascar	envasilhar
eletrocussão	eletrotanásia
lapiseira	porta-lápis
purificar-se	santificar-se
sapal	volutabro
bíbulo	passento
intrujir-se	lograr-se
enovelado	enrolado
implicar-se	meter-se
pedantismo	pernosticidade
cantor	vocalista
sarrabulho	serrabulho
extemporâneo	importuno
desonrante	desonroso
embodocado	encurvado
intercadência	intervalo
tecer-se	trançar-se
habitualismo	quotidianidade
submergir	tragar
riba	ribeira
batalhado	pelejado
representativo	simbólico
prestar-se	propor-se
infestador	infestante
susceptibilizar-se	traumatizar-se
desentalar-se	desvincilhar-se
sacolejar-se	sacudir-se
temeridade	valentia
desnocar	recalcar
incensadela	incensamento
roncadura	ronco
refrigeração	resfriamento
noitinha	noutinha
ofegoso	ofeguento
peçonha	pimenta
braçadeira	embraçadeira
vexação	vexame
agitante	amotinador
conversável	fácil
mimanço	piegas
despropositar	disparatar
escudeirático	escudeiril
humanizar	policiar
afirmado	asseverado
afirmador	afirmante
mastim	quadrilheiro
dearticulação	dicção
sossegamento	sossego
incompatibilizar-se	indispor-se
remodelação	remodelagem
morar	residir
fervedoiro	fervedouro
frontinho	frontino
paragem	pausa
colibri	cuitelo
ianque	norte-americano
aparafusar	atarraxar
habituado	treito
sangradoiro	sangradouro
lactíneo	láteo
conciliante	congraçador
conteúdo	contido
colo	regaço
honrado	probo
talão	telão
fumante	fumista
amodernado	amodernizado
pavonear	ufanar
baio	pardavasco
liderar	puxar
irrorar	orvalhar
estremar-se	separar-se
zoologista	zoólogo
fortemente	sonoramente
gama	quantidade
gengibirra	jinjibirra
dejejum	dejua
peteleco	peteleque
farinhento	farinhoso
aparador	bufete
geadeiro	geoso
partidor	repartidor
besunto	lambuzadela
lubricidade	volúpia
terrenho	térreo
bramador	bramoso
chinó	peruca
salmoira	salmoura
viciado	vicioso
filantropia	humanitarismo
arcadura	arqueadura
entreforro	entretela
extorsionário	extorsivo
interpor-se	permear-se
gazeteiro	jornaleiro
expansível	expansivo
raja	ranhura
perfume	suavidade
tapizar	vestir
láctico	lático
brenha	matagal
cuspidura	cuspinhada
minuta	rascunho
redactilografar	redatilografar
nacionalização	naturalização
enchapinado	enchapinhado
hostilidade	inimizade
guardear	guarnecer
entrançamento	entrelaçamento
tora	toro
vertebral	vertebroso
arramalhar	ramalhar
asserrilhar	serrear
garganteio	trinado
adoecer	adoentar
fardel	farnel
expiração	vencimento
embarcadouro	píer
mercantil	mercatório
ensino	preparo
pandegar	rosetar
rústico	selvagem
bácoro	porquinho
acusador	acusante
volume	vulto
irrescindibilidade	irrevocabilidade
comparecência	comparecimento
empório	mercearia
pessoal	turma
ermar	vastar
veia	via
aglomerador	aglomerativo
varredela	vassourada
consociação	parceria
insubornável	íntegro
arrendador	locador
precinta	precinto
decrescente	minguante
estima	respeito
pedragoso	saxoso
empedramento	petrificação
fraternizar-se	harmonizar-se
arranca	arrancada
resolutivo	resolvente
haltere	peso
nó-da-garganta	pomo-de-adão
abradante	abrasivo
rodeador	rodeante
empanar-se	ofuscar-se
sapecado	tostado
funerário	funéreo
prólogo	prolusão
frontaria	testeira
joão-ninguém	zero
frumentáceo	frumentício
críseo	doirado
endovenoso	intravenoso
transluzente	transparente
inservível	inútil
emissora	radiodifusora
zanzar	zaranzar
fraseio	palavreado
palavroso	verboso
netunino	netúnio
deconfiança	suspeita
orizicultor	rizicultor
geboso	giboso
primitivista	primitivo
ornamentação	ornato
injetar-se	insinuar-se
irrefreavelmente	irreprimivelmente
czarina	tzarina
findável	transitório
degustar	sentir
alacrado	alacreado
ganhão	ganha-pão
tapear	velhacar
saldado	saldo
esfogueado	pressuroso
enferrujar-se	oxidar-se
coroliforme	corolino
bimilenar	bimilenáreo
misosofia	misossofia
personificar	pessoalizar
prócer	super-homem
explicitação	literalidade
dessatisfeito	malsatisfeito
desprecaver	desprevenir
espoliação	presa
aliforme	ansiforme
supernatural	supranatural
rubicundo	rubro
ritmado	rítmico
interrogativo	interrogatório
afusado	fusóide
pedroiço	pedrouço
medicamentoso	medicativo
estofamento	estofo
abactor	abígeo
acaboclado	amatutado
folho	tiotê
gargantuano	gargantuesco
conventículo	corrilho
sobreárbitro	superárbitro
odioso	ominoso
baldoso	defeituoso
aéreo	airado
charpa	tipóia
anel	círculo
calçar	pavimentar
fuxico	mexerico
unir-se	vir
ofendedor	ofensor
pavonear-se	vangloriar-se
descarregado	desfechado
redobrar-se	reduplicar-se
pensabundo	reconcentrado
vacada	vacaria
amamentar	lactar
bochechudo	façudo
espingardar	espingardear
ancestralidade	hereditariedade
invulnerado	são
nugatório	oco
bargado	bragado
vozearia	vozeria
préstito	procissão
rapazelho	rapazote
jantar	sobrelevar
regenerar-se	renascer
gramatical	gramático
adamantino	diamântico
desconfortado	desconfortativo
casticidade	casticismo
rinhar	rixar
eido	quintal
desalojar	expulsar
reformar-se	renascer
temporizar	transigir
dissolvido	liquefato
sobrancelha	sobrancelhas
cabide	estaqueira
enrinconar-se	isolar-se
interdito	vedado
informador	informante
caritativo	esmoler
desempareceirado	desparelhado
afortalezamento	encastelamento
cruciador	escruciador
sobrevivência	supervivência
guarida	refúgio
trivial	vulgar
habitualmente	ordinariamente
alfineteira	almofadinha
calheta	enseada
estrado	taburno
sapatorra	sapatorro
repastar-se	saborear-se
desinsetado	desinsetizado
laureado	premiado
asperamente	bruscamente
sarjeta	vala
mestiço	nhapango
mimosa	sensitiva
inarmônico	malsonante
justificar-se	ressalvar-se
intelectível	intelectual
sangueira	varredoura
movimentar-se	vagar
desarticulado	luxado
tremer	vacilar
artificializar	artificiar
rapazete	rapazola
oxidado	rubiginoso
biberão	mamadeira
seladouro	seladura
dissolúvel	solúvel
fundição	vazadura
desencilhar	selar
corneta	trombeta
galomaníaco	galômano
desestimar-se	desvalorizar-se
túmido	túrgido
notabilidade	sumidade
desaprazível	desprazível
reivindicado	requisitado
assonância	concordância
esticada	esticadela
executado	realizado
anatomia	compleição
patronato	pensionato
versalhada	versaria
viciação	viciamento
savata	savate
reptação	repto
predestinação	predestino
mazorral	ordinário
magoante	magoativo
anglicizar	inglesar
carretel	carrinho
criativo	fecundo
precoce	temporão
estorrado	estorroado
morigerado	morígero
cifrado	criptografado
mofa	sarcasmo
carrancismo	casmurrice
censuário	rendeiro
retrogradação	reversão
brutificador	brutificante
mandriice	preguiça
aparafusado	parafusado
comerciável	negociável
pergaminhado	pergaminhoso
teso	valoroso
arrivismo	carreirismo
mocetão	rapagão
remuneratório	remuneroso
trilateral	trilátero
vergar-se	zumbrir-se
apossuir	ter
desurdir	tremar
excomungado	execrado
gabamento	louvor
desdoiroso	desdouroso
fulano	zé-dos-anzóis
abjurgador	abjurgante
inconsulto	irrefletido
desconsolável	inconsolável
remedo	simulacro
sudoroso	transpiratório
subalimentação	subnutrição
ronqueira	roqueira
czarismo	tzarismo
representador	representante
insensibilizar	obdurar
inquietador	inquietante
desabafado	descoberto
enlaçamento	enlace
desobediente	mal-ouvido
ciscalhada	cisqueiro
dedicado	entranhado
apostura	compostura
palatinal	palatino
transladação	trasladação
mesura	vênia
apocalipse	escatologia
decretório	terminativo
quintal	terreiro
lezira	lezíria
judiaria	malvadez
lubricar	untar
germano	germão
acidentalidade	casualidade
alvitrável	arbitrável
espumejo	fumego
decocto	infusão
renomado	renomeado
queimão	quimão
caquéctico	caquético
entranqueirar-se	entrincheirar-se
enterroar	entorroar
desvitaminar	desvitaminizar
espantosamente	maravilhosamente
trejeito	visagem
rutilância	tocha
saborra	saburra
amaneiramento	artificialidade
intercalação	interposição
telha	veneta
automatizar-se	mecanizar-se
opulentar-se	robustecer-se
geo-hidrográfico	geoidrográfico
conchado	concheado
estiar-se	releixar-se
abóbada	cúpula
horrendamente	horrorosamente
enviesar-se	virar-se
tactilidade	tatilidade
solicitação	suplicação
esquadrinhadura	vasculhadela
corporificar	materializar
social	sociável
ante-histórico	pré-histórico
projetar-se	prolongar-se
troviscoso	trovoento
imodéstia	petulância
vagação	vagância
palescência	palidez
emperrado	perro
protestação	protesto
irredutível	irreduzível
desfortuna	revés
necear	tontear
intercepto	interrompido
transcursão	trato
pirote	pitote
expetativa	pensamento
grilar	impressionar
díptico	pugilar
incorrigível	malhadiço
pestilento	pútrido
extirpação	liquidação
declividade	inclinação
sanselimão	signo-salomão
tlintar	trincolejar
oníscio	onissapiente
lançamento	lance
tumefaciente	tumeficante
pexotada	pixotada
desculpado	escusado
saltada	salteada
ampliável	aumentável
apertinente	congraçador
familiar	íntimo
avassalador	avassalante
prosseguimento	subseqüência
avelhantador	avelhentador
cineasta	cinegrafista
identificação	reconhecimento
região	trato
rutilação	rutilância
aloisado	alousado
imerso	submerso
ferrolho	tranca
difluência	esparramação
perdão	vênia
vivificar	voltar
solhar	zabumbar
soberbíssimo	superbíssimo
ocupador	ocupante
policitante	proponente
belfo	belfudo
prazeroso	sorridente
possível	provável
grasnador	grasnante
secundário	segundo
arpão	fateixa
democrático	popular
remidor	resgatador
melífero	melífico
restaurar	validar
aumentador	aumentante
descalvado	encalvecido
concubina	mulher
recapagem	recauchutagem
vigência	vigor
pecúlio	pé-de-meia
caleche	carruagem
seco	torrado
envencilhar-se	vincular-se
fraudulento	frauduloso
colidir-se	embater-se
inexprimível	intraduzível
olear	untar
pregado	semimorto
escriturário	escrivão
celulífero	celuloso
caoticamente	confusamente
fervilhamento	pululação
acantonamento	bivaque
insanamente	loucamente
preservação	subsistência
mação	pedreiro-livre
migalhar-se	migar-se
amém	concordância
astronauta	cosmonauta
perrengar	perrenguear
fadista	rúfio
estultificar	materializar
compensado	equilibrado
imoderação	incontinência
caftinismo	lenocínio
inconsideração	irreflexão
abnormalidade	anormalidade
bonitinho	bonitote
ufania	vaidade
porta-bandeira	porta-estandarte
coto	cotoco
pintalgado	salpintado
desmobilhar	desmobiliar
memoroso	notável
electrônico	eletrônico
minudência	perscrutação
progresso	seguimento
sufrágio	voto
peitado	seduzido
lusitanófobo	lusófobo
conjugar	soldar
emendador	emendativo
porcaria	porqueira
desaprumar	pender
retardamento	retraso
implantar-se	instalar-se
ilusionismo	prestidigitação
gorra	gorro
útero	ventre
indelicadeza	rudeza
insensibilidade	obduração
indiferentemente	passivamente
domado	manso
sensacionismo	sensualismo
liquidificação	liqüidificação
rosquilha	rosquinha
materialista	materialístico
esfuracar	furacar
gorgolhão	jacto
laminar	laminoso
descosido	despregado
monitorar	monitorizar
irascibilidade	violência
inconvenientemente	indevidamente
jalde	jalne
impensável	inimaginável
trancafiar	trancar
reclusão	recolhimento
voz	zunzunzum
singular	único
dislético	disléxico
destom	discordo
dificultação	emaranhamento
esverdear	esverdinhar
driblar	fintar
pretender-se	ter-se
bailadeira	dançarina
frondear	frondescer
lineal	linear
supra-realista	surrealista
omnímodo	onímodo
desolador	desolante
bambinar	revolver-se
ensartar	sartar
chocadeira	incubadora
renitir	turrar
politicomaníaco	politicômano
incluir-se	recontar-se
abnegado	desprendido
laçada	laço
quadrângulo	quadrilátero
atropelador	atropelante
intrigar-se	malquistar-se
globuliforme	globuloso
descarne	escarna
vivalma	vivente
silvático	silvestre
aporte	contribuição
