conhecimento	escola
dormência	letargo
desconjuntar	recalcar
esfarinhar-se	migar-se
palavrório	parlenda
dom	habilidade
inutilizar	malograr
afracado	anemiado
amoldurar-se	espenicar-se
coloidal	colóide
boquear	vasquear
desacumular	queimar
prestativo	solícito
ajaezar	vestir
despavorir	espantar
aclarar-se	alumbrar-se
robissão	sutambaque
pleiteante	pleitista
capcioso	sabido
martirizar-se	remoer-se
abnegar	renunciar
acavalar	superpor
rumorejar	surdinar
entremesclar-se	misturar-se
guapo	temido
remeter-se	reportar-se
turbar-se	velar-se
chorumela	frioleira
beliscado	incitado
descuido	despercebimento
feição	pinta
apropositado	pertinente
irrequieto	pressuroso
cenagoso	obsceno
amasso	esfregamento
argileira	barreiro
acrimônia	agro
inusitado	inusual
ababelado	desarrumado
descompostura	zagunchada
apodar	debicar
improvável	incerto
espera	expectação
confiado	desenvergonhado
frescor	viveza
bambaleio	bamboleadura
caiporice	caiporismo
gozo	usufruto
charruar	navegar
ferroar	repreender
desintegração	separação
fenecido	torrado
conspicuidade	notabilidade
castigar	ensinar
discutir	disputar
forjar	mascavar
astilha	estila
acirrado	exacerbado
enfadar-se	nausear-se
profligação	retrocesso
ânsia	engulho
defeito	vício
colidente	desencontrado
jubilar	recrear
estrepitoso	soberbo
intrépido	temerário
aninhar	encafurnar
armadilha	espera
enfunar-se	orgulhar-se
ressecar	ressequir
adumbrar	debuxar
hominiano	homínido
enferrujado	ferrugento
caçoador	sarcástico
ocupar-se	rasar-se
adiado	retardado
atraidor	fascinador
adstrito	restrito
simiano	simiesco
descorar	empalidecer
deslocar-se	despreender-se
pateta	patola
relinchar	trinir
acastelar-se	acumular-se
renunciar	resignar
diretor	gestor
gabação	ufania
enxergar	perceber
medir	proporcionar
chamado	convocatória
desalentar	desanimar
embustice	engano
abatedoiro	abatedouro
fertilidade	riqueza
grecolátrico	helenolátrico
flauteio	trote
deformar	desfigurar
indiferenciação	indiscriminação
implicar	ter
desfiguração	malformação
guloso	lambeiro
bruxulear	estrelar
belver	miradoiro
intumescimento	turgência
porrete	trocho
confessar-se	reconhecer-se
absconder	encafuar
esvoejar	voltejar
irritador	irritativo
desnortear-se	estremunhar-se
ardileza	raposia
dissenso	divergência
compassar	ritmar
projeção	saliência
explicar	instituir
clandestinidade	ilegitimidade
esbandalhar	estrinçar
desaguar	esvaziar
fosquinha	trejeito
incorrer	tropeçar
acarinhamento	quindim
recurso	socorro
ebulitivo	fervente
baixio	parcel
consagrar	sacramentar
enrijar	revigorar
cativar-se	subjugar-se
flatulência	gases
aparecer	sair
desengenhoso	imbecil
gaiola	prisão
predição	prognosticação
lampadejar	lucilar
contrastear	esmar
amergulhar-se	amodornar-se
restos	sarandalhos
escarnir	trotear
palúdico	paludoso
inane	nugativo
desafeito	desvezado
engrimponar-se	estadear-se
persecução	perseguição
empedrouçado	pedregoso
frouxo	mole
friagem	frialdade
embelezar	inebriar
médio	meio
cadencioso	melodioso
amortificar	temperar
alegado	referido
cambembe	estavanado
fineza	penetração
figurado	metafórico
saquear	tomar
força	robustidão
chalrador	gralhador
estalador	estralante
diz-que-diz-que	voz
ameno	moderado
predicação	sermão
berloque	pendericalho
isolado	solitário
arrunhar	lacerar
amoldurar	sazonar
figura	ilustração
bonacheirão	bonacheiro
comparar	opor
esboroamento	rebentação
indagação	inquérito
escólio	nota
corrente	veia
desembocar-se	despejar-se
desmedroso	ousado
dizer	ferir
aplanar	desentaipar
potência	robustidão
barral	barreira
evaporar	liberar
possessor	possuidor
ensinar	indicar
afinidade	intimidade
bodoso	embodegado
encafuar-se	ocultar-se
agourento	ominoso
granir	pontilhar
subir	valorar
manuseação	manuseamento
dadivoso	generoso
amador	amante
enlinhar	perturbar
amelindrado	ressentido
excreção	expulsão
corrompimento	podriqueira
altercador	altercante
madraço	zopeiro
acuidade	fineza
liceal	liceano
anafado	luzidio
luniforme	lunulado
conectivo	copulativo
casar-se	unir-se
estirado	tenso
dilacerar-se	moer-se
combinar	consonar
deparar	desencobrir
burlão	intrujão
inumano	truculento
impressionador	impressionante
atroada	bulha
invectivo	ofensivo
encrespar-se	franzir-se
persuasivo	suasório
danificar	daninhar
cretinice	zotismo
imaginador	imaginante
prestável	servível
buscar	pegar-se
desdobrar-se	escangalhar-se
alarmado	intranqüilo
tascar	trincar
munhecaço	tabefe
acurvamento	derreamento
contenda	renhimento
recomeçar	voltar
digladiar	triscar
astral	ástreo
cilindróide	teretiforme
patriarcal	venerável
afoito	longânime
afinamento	perfeição
pipilar	regorjear
claramente	obviamente
descomunal	desmensurável
abonado	ourudo
atochado	comprimido
fétido	putrefeito
angüiforme	serpentinado
coalhado	repleto
esborro	vertedura
baralhamento	permistão
labrego	lapuz
à-toa	imponderado
apaixonar-se	embeiçar-se
pendente	penduricalho
azougar	preocupar
apocalítico	informe
garantir-se	precautelar-se
fornecer	produzir
encompridar	espichar
pivô	promotor
modulado	musical
bagana	bituca
ferrabrás	mata-mouros
desafrontar	desapertar
gerência	gestão
afoutar-se	enfeitar-se
adequar-se	arranjar-se
mutuar	permutar
molengo	pachola
apurpurar	vermelhar
derrota	desbarate
transferir-se	transladar-se
alcançado	atingido
anilado	azulado
desatento	distraído
reduzir	sujeitar
ondar	ondear
achegar-se	chegar-se
alterado	desinquieto
agressão	ripada
contraverter	soçobrar
aparamentar-se	espenicar-se
desatinar	desencarrilar
encorujado	jaruru
altiloqüência	sublimidade
bueiro	sumidoiro
honorabilidade	mérito
meigamente	mimosamente
dentado	mordido
encrassar	inspissar
demora	retardamento
desvirtuação	envilecimento
aguilhão	atiçamento
embotar	enfraquecer
deturbar	intranqüilizar
galanar	janotear
atenuação	refrescamento
cometer	interprender
peloso	peludo
parolar	tarelar
regatear	vilificar
indiscernimento	indiscriminação
benemerência	mérito
despontar	raiar
encruecer-se	escabritar-se
desquietar	exagitar
roubo	trapaça
madeixa	mecha
desvelar	elucidar
colisão	dissidência
oval	ovalar
encontro	obstáculo
canção	cantadela
inumanidade	sanguinolência
circunspecção	tino
aterrar	poisar
amontoamento	sobreposição
alcançamento	obtenção
eqüitativo	íntegro
espalhar-se	semear
garrear	tomar
camada	classe
acalmado	aplacado
cheia	undação
abonativo	abonável
desfaçado	impudico
agrimônia	agrura
acerar	azerar
alcatroar	empezar
antologia	seleção
espumante	furente
reatiçar	reespertar
contorno	volta
faroleiro	lanterneiro
acume	máximo
jactanciar-se	louvar-se
formalizar-se	melindrar-se
fulgentear	fulgir
apavonar	ufanar
frenético	impaciente
tenebroso	tremendo
elogiado	louvado
adoba	adobe
reciprocar-se	revezar-se
horrorífico	horroroso
arranjar-se	avir-se
desencaminhar	extraviar
confrontar	encontrar
biqueira	goteira
desimanado	desmagnetizado
gotear	transudar
aréola	resplandor
escoadura	escorrência
beatice	beatismo
sessar	sururucar
calúnia	mentira
bailado	dança
garrido	pimpão
aíva	chué
liso	macio
calma	repouso
afligimento	agonia
inebriado	tonto
desacobardar	esforçar
maleta	malote
pícaro	solerte
cadenciado	rítmico
inferioridade	pequenez
quinta	rancho
andejo	errático
operativo	produtivo
destroncar	truncar
esclarecido	explicado
considerável	notável
frender	irritar-se
crença	fé
calcular	medir
algemar-se	atar-se
desvitalizado	quebrantado
avarento	avaro
expiação	purificação
atrabiliário	tomadiço
autenticidade	lidimidade
distrate	distrato
desarrumar	desestruturar
esvazar	verter
insensatez	loucura
abasbacar	trepidar
derruimento	desmoronamento
endestésico	endestético
embusteirice	trapaça
avelhado	avelhantado
esperança	pensamento
avantajado	grande
medusa	xaveco
acanelar	estriar
obscuro	trevoso
favor	graça
embalar	embelecar
prostituir	rebaixar
abrandamento	acalmação
amulatar-se	bronzear-se
mirrado	torrado
cenário	cenatório
aconchavar-se	aparceirar-se
condoreiro	rebuscado
anafrodisia	impotência
aprear	confinar
afoitar	estimular
pertinácia	recalcitração
devorante	lambaz
azucrinar	irritar
desformar	transmudar
espanholada	fanfarronice
esquiva	evasão
bajulador	zumbaieiro
vaziar	verter
catadupa	salto
derrubada	devastação
desnivelar	discernir
coacervado	encastelado
ar	tom
azedo	fermentado
dardada	lancetada
enclausurar-se	recolher-se
emaranhamento	embaraçamento
empecilho	tropecilho
goteira	quelha
absterso	purificado
caloiro	recruta
atentar	desafiar
esfuziar	vagalumear
alberca	aquário
enverdecer-se	reverdecer-se
calcar	encarregar
reflorescer	renascer
graça	pico
contrariedade	oposição
babão	palonço
capinar	roçar
menosprezar	sobpor
borraceiro	borriço
encarrapitar-se	engrimpar-se
esburaquento	furado
madracear	suciar
coincidir	haver
basilar	essencial
concernir	convir
arriosca	ludíbrio
reflexivo	sensato
almiscarado	cheiroso
poitar	puitar
desordenar-se	perder-se
ababadar	arrepanhar
derrengar-se	esbamboar-se
rapidez	velocidade
desgastar	devorar
flamíneo	nítido
embravear	embravecer
chicotear	lambar
amulherado	inviril
afanado	fatigado
piar	pipilar
morrão	pevide
pandeireiro	pandeirista
raposeira	soneca
proeminência	relevo
excitação	inquietação
acarrear	suscitar
iterar	voltar
aplacação	contemporização
debochar-se	desvirtuar-se
flatuloso	flatuoso
abobalhar-se	apatetar-se
emasculação	mutilação
ebriático	embriagante
encruzar	transpor
ensacar	entroixar
grisisco	ruço
carcarejar	matraquear
arrancar	sufocar
septênio	setênio
falecimento	finamento
principesco	soberbo
parte	pedaço
acalorado	esfogueado
esconso	reconditório
raspe	repreensão
mama	teta
denunciar-se	descobrir-se
prover	refazer
pegajoso	tenaz
encovar	subterrar
barafunda	desordem
destroncado	luxado
abstrair	afastar
empurrar	socar
entibiar	extenuar
eternizar-se	perpetuar-se
retratação	retrato
derraigado	desarraigado
ardido	arrojado
juramento	promessa
insito	natural
respeitoso	reverente
contínuo	freqüente
charro	grosseiro
repanhar	tomar
participador	partícipe
lamborada	lategada
dévio	difícil
enfastiante	maçante
escoicinhador	escouceador
embaçadeiro	embaçador
alvoroçar-se	pronunciar-se
escondido	escuso
esbanjador	estróina
apuamento	penitência
espécie	laia
sobredourar	sublimar
magistral	perfeito
fumar	tabaquear
desentortar	reparar
desenvencilhado	desenvincilhado
desarvorar	zonzar
cordato	sensato
atividade	dinamismo
fiada	rosário
encintar	enlaçar
enfuscar	obumbrar
encostar-se	esfregar-se
esmorecer	esvaecer
algemar	obrigar
debruçar	desaprumar
cuca	jabiraca
abaixar-se	aplainar-se
censual	censuário
esconderijo	rincão
escusado	supérfluo
eferente	exódico
conculcado	humilhado
bem	felicidade
furreca	ridículo
denegrido	enegrecido
azedado	exacerbado
constranger	oprimir
abreviação	encurtamento
acareador	acareante
antologiar	respigar
bebedor	cachaceiro
aviltar	humlhar
acentuar	pronunciar
uivar	uivo
corar	erubescer
indústria	trabalho
amenizar-se	aplacar-se
especar	estacar
troixa	zângano
sobrar	sobreabundar
enoitecer	toldar
servir-se	usar
aparição	fantasmagoria
encastelar-se	escudar-se
avantajar-se	galrar
desafeto	infenso
imobilidade	impraticabilidade
coalescer	juntar
balordo	manco
mentira	xodó
formando	graduando
igual	liso
disparar-se	esbandalhar-se
diminuto	manino
intrujão	trampolineiro
arrepelador	arrepelante
inclinação	proclividade
ladear	rodear
animar	bafejar
chamada	ligação
branquear	embranquecer
adocicar	dulcificar
fermentar	preocupar
omnissapiente	oníscio
decepção	desengano
ciumada	ciumaria
propina	xixica
dissolver	fundir
contrariável	controvertível
garotada	molecada
abacto	abigeato
delicioso	saboroso
abrasar	dissipar
amolar-se	entediar-se
paziguar	sedar
paga	remuneração
excerto	extrato
cachaço	toitiço
influência	jurisdição
aluar-se	alucinar-se
círculo	roda
debater	gladiar
leve	ligeiro
servil	subserviente
assentar-se	sedimentar-se
derretedura	liqüidificação
maçar-se	nausear-se
ambicioso	cúpido
arquitetado	edificado
emendar	escarmentar
bulhão	rixador
aljofrar	arrociar
aversão	enjôo
rebate	sentimento
assanhamento	atiramento
aglomerar	lotar
capitular	conceituar
infante	menineiro
vaporável	vaporizável
complicar-se	embretar-se
enlapado	refugiado
livrar-se	pisgar-se
açaimo	açamo
cumprir-se	dar-se
encobrado	enriquecido
desconcertador	desnorteador
abstraído	abstrato
incontestável	incontrovertível
diabólico	luciférico
anarquizado	bagunçado
encorrilhar	encoscorar
arranhar	raspar
esfacelar	esfrangalhar
entretecer	obrar
abundante	farto
enflorear	ornamentar
argumento	contexto
renovar	reverdecer
envigorar	vigorar
brutalizar-se	descivilizar-se
afeiçoamento	querença
espertar	sacudir
deslembrado	olvidado
tapeçar	tapizar
ceifar	fouçar
materializar-se	objetivar-se
inadequado	inapropriado
escampar	evadir
complicado	enredado
desconexão	inconexão
assimilar	entender
repercutir	ressoar
abraçar	juntar
isolar	separar
antecedente	anterior
gorjeado	trilado
aniquilação	eliminação
dispersado	espalhado
desenervar	vitalizar
componente	ingrediente
amorfanhar	encouchar
descongelação	descongelamento
ramelento	remelento
aformosear-se	engalanar-se
abarcamento	abrangência
mealha	ninharia
terrorar	terrorizar
desmoralização	profanação
importar	introduzir
almargeal	pasto
falacioso	tunador
expirar	patentizar
desabusado	desfaçatoso
descasado	desemparelhado
corrimaca	porção
fugitivo	transitivo
essencialidade	necessidade
entreaberto	soaberto
criatividade	inventiva
contato	convívio
acordo	conformidade
relampear	relampejar
conato	insito
cabo	extremidade
afeição	predileção
amazelado	deselegante
perturbar	torvar
adágio	provérbio
boleta	penduricalho
descendência	renovo
assombro	temor
pertinaz	porfiado
abainhar	embainhar
desapego	despego
acastoado	encastoado
encerrado	incluso
obsequiador	solícito
afligido	atritado
condenação	sentença
bezerra	novilha
embaciar	ençampar
alerta	atentamente
aprisco	ovil
acético	acre
inconfidente	insidioso
desbastar	limar
betumar	betuminizar
expatriado	êxule
afetuoso	maternal
amordaçar	emordaçar
dominar	reprimir
magoar-se	sentir-se
analgésico	análgico
demudar-se	transmudar-se
churdo	ludroso
arrenego	renunciação
putrefato	putrefeito
atrincheirar	envalar
toada	tono
embrutar	estupidificar
encafurnar	enlocar
fibra	força
imoral	obsceno
banir	desconjurar
enfadoso	peto
pactuar	temporizar
espetaculoso	luxuoso
aguaritar	albergar
aferrar-se	empeiticar
mercanciar	negociar
remador	rêmige
adiantar	antecipar
justificativa	satisfação
derribar	desentronizar
enchafurdar	subverter-se
arrugado	enrugado
viger	vigorar
devastar	infestar
acafelamento	reboco
encarar	topar
televisão	tevê
aliar	conjungir
cacaréus	caraminguás
besta	rombo
atesar	endurar
desalmo	violento
italianomaníaco	italômano
defensão	resguardo
afiliação	associação
remição	salvação
esbordoar	rachar
enlanguescente	languescente
empapado	repassado
narrado	referido
tranca	tranqueta
assaltear	tomar
muxirão	muxirum
natural	originário
sapeca	trêfego
empertigado	ereto
ganhar	reconvir
insistência	permanência
lenitivo	refrigério
cartada	lanço
excelente	perfeito
luz	resplendência
rebelado	revoltado
testeira	vanguarda
espalhafatoso	mirabolante
parvoeirar	parvoejar
apejar	vedar
antagonista	concorrente
sobrestima	superestimação
sugestionador	sugestionante
miséria	sovinice
fabricar	imaginar
derriscar	tirar
incômodo	molestoso
benevolência	bondade
carícia	quitute
resvaladiço	resvaladouro
inferior	subalterno
enrinconar	rinconar
cara	queixo
aplaudido	laureado
desenvencilhar-se	despegar-se
genuíno	particular
apologizar	desculpar
dejungir	engaiolar
arriscado	venturoso
amado	querido
clamor	vindicação
tabernáculo	tenda
crestar-se	tostar-se
aclimatável	aclimável
larapiar	subtrair
conquistar	tomar
banha	chorume
planificação	programação
encardir	encarvoejar
abarbarado	corajoso
obscurecer-se	perder-se
cobrar	refocilar
admirabilidade	genialidade
coagir	reduzir
adargar-se	velar-se
blindado	encouraçado
entecer	entretecer
tecido	teia
tragadouro	voragem
projetar	propulsar
chavasquice	impolidez
entravar	pausar
aburacar	broquear
batumado	encrespado
associado	emparceirado
enfraquentar	enlanguescer
malposto	malvestido
descomedir-se	desenfrenar-se
exasperar-se	irritar-se
baratear	envilecer
sobejos	varredura
czar	tzar
indisciplinabilidade	rebeldia
engambelar	engrambelar
consorciar-se	desposar
ripa	sarrafo
afloramento	aplainamento
casca	côdea
graxo	untuoso
reflorir	renascer
acessório	detalhe
fenecer	prontificar
ensaboar	recriminar
conter-se	subjugar-se
adolescer	gradar
esclarecer	interpretar
bambolear-se	requebrar-se
rebusca	rebusco
frioleira	palha
coceira	uredo
desimpedir	safar
pináculo	zingamocho
irresolução	perplexidez
vapular	zurzir
banhar	embeber
prolongar-se	prorrogar-se
apavorar-se	intimidar-se
intrometidiço	xereta
escrutável	perscrutável
faiscante	tremeluzente
copioso	opulento
deforme	monstruoso
enliçar	fraudar
puxão	puxavante
perambulagem	vadiagem
embasbacar-se	surpreender-se
culto	policiado
sangue	vida
bastardear	degenerar
confrontação	contraposição
desbarretar-se	descobrir-se
achincalhamento	escárnio
perseverança	persistência
doneador	galanteador
assoberbado	imponente
efêmero	transitivo
desencalmar	desenraivecer
suro	torado
enrugado	rugado
profanar	trespassar
moslém	moslim
debilitado	prostrado
conceituação	definição
papa-fina	saboroso
incontrastável	irrefragável
abaçanar	desdourar
abalsar	embalçar
tabela	tabilha
preceituar	prescrever
calçadeira	descalçador
abuzinado	afunilado
agarrar-se	filar-se
epilogar	trancar
embriagar	inebriar
assedentado	sequioso
atualidade	dia
desobrigado	isento
desfigurado	transformado
considerar	encarar
infértil	infrutífero
atrapalhar	perturbar
escavacar	estroçar
boto	cego
galanteio	xodó
caranguejar	embasbacar
enlevo	êxtase
divertir-se	folgazar
compadecer	suportar
troante	trovejante
deslumbre	fascínio
desgraçado	malfadado
agrícola	arvicultor
quitute	tagaté
ação	demanda
coarctação	estreitamento
carmim	carminado
apreciável	assinalável
aristocracia	nata
agrupar	integralizar
arrasado	devastado
espeque	estronca
readquirir	resgatar
criado	servente
ofensivo	prejudicial
abarcar	atinar
sugestionável	sugestível
machucar	vulnerar
escorregão	escorrego
errado	errôneo
regresso	retorno
ressair	ressaltar
hiperurbanismo	ultracorreção
agencioso	ativo
consumir-se	ir
cobiçado	desejado
madraçar	passarinhar
codificar	coligir
enfraquecido	enfraquentado
espacejar-se	estender-se
estorricado	ressequido
libertar	tirar
mistela	mistifório
feroz	sanguinolento
encruzilhar	rasgar
dilatório	moratório
desocupado	vago
intrometer-se	meter-se
sestro	sorte
desigualar-se	desnivelar-se
arrepanhado	encascorado
incorrutível	reto
petema	pitura
dignificação	nobilitação
volitar	voltear
fuçar	xeretar
entrebranco	exalviçado
abastadear	desdizer
espirro	esternutação
faltar	tropeçar
horrífero	torvo
curvar-se	envergar-se
artesão	artista
donairosamente	galhardamente
acanavear-se	emagrecer-se
mútilo	seccionado
pirueta	reviravolta
bizarrismo	extravagância
concorrente	oponente
plebeu	ruão
hilariar	hilarizar
malaxar	matar
globosidade	rotundidade
barrela	coada
esbofamento	exaustão
cegante	deslumbroso
adquisição	alcance
xingação	xingo
cravejar	embutir
jirau	sobreloja
arrancada	egressão
indício	toque
arrociar	relentar
malconformado	malproporcionado
assoalhar	dar
empresa	pressuposto
cuidar	imaginar
agrumelar	encaramelar
convergência	influxo
enrijecer	revigorar
emaçarocado	emaranhado
falhado	fissurado
betar	marchetar
fecundar	vivificar
amanhar	lavrar
ensoberbecer-se	intumescer-se
imperturbável	inalterável
embair	embalar
labutar	trabalhar
alhanar	alivelar
abatocar	tapar
celebrar	exalçar
virar	voltar
grudento	tenaz
jogada	lance
contingente	transitório
espinhar-se	fumar
mitene	punhete
encetadura	inauguração
remordaz	remordente
interceptado	intercepto
desafamar	setear
estrebuchar-se	remexer-se
faraônico	luxuoso
alegrar-se	congratular-se
conflagração	revolta
esferal	esférico
desacato	desveneração
ferrar	travar
choça	mocambo
aposentado	inativo
aglomerar-se	associar-se
escapulir	evitar
convizinho	parecido
infernizar	quizilar
avernal	infernal
crucial	precípuo
ápice	topo
arrastar	pregar
dissipador	malgovernado
brutalmente	brutamente
refreamento	repressão
censurar	estranhar
dedicar	devotar
ocioso	ronceiro
engonço	gonzo
distanciar-se	distar
esquivar	remediar
recidivo	reincidente
custoso	duro
doar	sacrificar
estomagar-se	torvar-se
retoque	revisão
infeccionado	infectado
abandalhar-se	aviltar-se
esfregação	esfregadura
danado	exasperado
antiquar	desatualizar
indigência	penúria
incorporar	reunir
incumbir	recomendar
excecionalidade	originalidade
inato	natural
desimpedimento	desobstruência
ardor	brasa
instituir	nomear
babugeira	sarambelada
aperfeiçoamento	aprimoramento
desditado	infortunado
mecha	pavio
afrontado	ofendido
pausar	remorar
evasivo	sutil
resto	sobra
cotidianidade	unissonância
animação	vibração
inupto	solteiro
ababadar-se	repanhar-se
concúbito	cópula
fanfarronar	pespontar
transbordante	trasbordante
quietismo	requietude
desarranjado	descuidado
enroxado	enroxecido
tropeçar	vacilar
asnidade	bestice
gladiar	questionar
formosentar	tecer
avelhentado	malconservado
honestizar	nobilitar
extrapassar	sobreexceder
cachorrice	cafajestice
agenciador	laborioso
adicionar	enxertar
demover	despersuadir
acoimado	castigado
beberar	infiltrar
confinante	contérmino
matina	matinada
aberrativo	anômalo
ordenar	regularizar
exorar	pedir
acuminar	amolar
hesitante	titubante
lançar-se	saltar
ensementar	estender
oculto	sobrenatural
enevoado	turvo
apelidado	denominado
fulminar	resplandecer
enregelar	gelar
despegar-se	saltar
estalido	traque
debilidade	senilidade
receita	rendimento
introdução	preliminar
delator	malsim
alcoolizar-se	melar-se
emporcalhamento	enlameadura
completo	ultimado
bucólico	campeiro
malversador	malversor
antojar	imaginar
esquecido	preterido
abjuração	abrenunciação
caça	perseguição
quebra	quebrantamento
caducidade	decrepitude
baboseira	bajoujice
recém-nado	recém-nascido
desvincilhar	estriçar
airado	resfriado
ressaibo	testemunho
acostumar-se	costumar-se
descobrir	mostrar
punição	vara
precavido	prudente
batalhador	pelejador
carruagem	diligência
explodir	expluir
pedido	súplica
firmar-se	fundar-se
veracidade	veridicidade
ministrar	soprar
desarmar-se	sensibilizar-se
ditado	rifão
buzinada	cornetada
rubor	vermelhão
arrombar	quebrar
escojuração	jura
corresponder	satisfazer
estiraçar	repuxar
esmerar	esmerar-se
ressentimento	tristeza
afobar	maranhar
pertinente	referente
dessossegar	remexer
sulcar	transpor
descobrir-se	transluzir-se
pastejar	retoiçar
enfarar	fartar
roborizar	vitalizar
mordida	mordidela
convalescença	restauração
apassionar-se	enamorar-se
espezinhar	sobrecarregar
esquadrinhar	procurar
contribuição	encargo
desarraigar	varrer
debochado	licencioso
contraditório	paradoxal
forcado	garfo
bizarrice	extravagância
fustigar	vergastar
limitativo	restringente
desanimado	desmoralizado
axial	axóide
encrencar-se	enredear-se
jazida	veio
preambular	proemiar
dândi	janota
dilúculo	entremanhã
espirituoso	facecioso
incontável	inumeroso
tresdobro	triplo
austero	prudente
grandiosidade	imponência
flâmeo	rebrilhoso
audácia	desembaraço
encravar-se	engastar-se
lamento	murmúrio
montar	situar
chorado	pranteado
afoitar-se	afoutar-se
cultivado	culto
estreiteza	penúria
dilucidar	enuclear
bruto	mazorro
diluir-se	resolver-se
executar	ocupar
ostensão	vaidade
encarniçar	provocar
treitento	velhaco
derrocamento	derrubamento
ociosidade	preguiça
archote	luzeiro
jatancioso	presumido
pagar-se	reparar-se
trigueiro	triguenho
azedar	estomagar
direcionar-se	encaminhar-se
concludente	terminativo
folhar	folhear
corrimento	escoamento
refrulho	rumorejo
suportar	tomar
curvado	curvo
pesa-papéis	peso
agasalhar-se	recobrir-se
desonrador	desonrante
espaçoso	grande
demudar	mudar
ameigado	apaparicado
corrupiar	rodopiar
descanhotar	recalcar
arqueadura	encurvamento
definido	divisado
certar	debater
atenciosamente	polidamente
noctâmbulo	sonâmbulo
escavar	esvaziar
sorrir	troçar
peça	pirraça
inconstante	volúvel
plaga	terra
estentóreo	estentoroso
chegado	íntimo
corar-se	encafifar-se
desatendido	indeferido
inexato	inveraz
fação	facção
reafirmação	sustentação
capital	mortal
malefício	prejuízo
encaixotar	encavar
liquidez	liqüidez
bacanal	libertinagem
arrevesado	nebuloso
gergelim	zirzelim
fresco	recente
copado	frondente
adjeto	conjunto
falseamento	malsinação
ablegar-se	desligar-se
azoratado	gira
arreganho	desassombro
chorar	ulular
atalho	senda
atristurado	mazorro
esfachear	lascar
arremetedura	arrojamento
encomenda	pedido
bucuva	tolaz
florear	floretear
ajavardar	descivilizar
ostensório	patente
escarmento	increpação
burlado	embaído
podridão	podriqueira
empurrão	encontrada
papagaio	quadrado
emoldar	formar
abicar	aguçar
dissentir	implicar
atabalhoado	enleado
aspergir	desparzir
emborcação	entornadura
colecionar	reunir
poluição	xila
exceder	preceder
desnaturar	deteriorar
hediondo	hórrido
lamber	tocar
aprovar	simpatizar
ditatorialismo	governismo
desgosto	enfado
administração	direção
assanhadiço	violento
endemoninhar	irar
resoluto	valente
cadivo	coroca
alvidramento	arbítrio
indócil	insubordinável
ourudo	pecunioso
sustento	vivenda
cético	descrente
disseminar	proclamar
melodiar	melodizar
largar-se	refugir
extorquir	roubar
faveiro	potoqueiro
desatravancamento	desimpedimento
fatível	fazível
frangível	rúptil
pulha	reles
discernimento	exame
desviar-se	escabecear
recobrir	resguardar
arear	estrovinhar-se
desculpar	ilibar
escalpelizar	rebater
bissociação	trocado
roscado	rosqueado
mal-arrumado	mal-enjorcado
arrodear	rondear
apeçonhado	venenoso
descorçoado	sucumbido
fenda	rachadela
cercar	toucar
derrotar	sobrepujar
aconselhamento	persuasão
acorçoar	aquecer
inserção	interposição
minúcia	pormenor
confessor	cura
encacho	tangueiro
caiar	emascarar
apavorante	aterrador
burburinho	murmurinho
cabeça	chefe
ineptidão	jericada
atempado	caído
depravador	perversor
denunciador	denunciante
santeiro	santério
xingamento	xingo
acréscimo	adicionamento
estragar-se	gastar-se
despojado	espoliado
obnubilar-se	obscurecer-se
jornada	viajada
campar	enrinconar
arrodelar-se	cobrir-se
esbórnia	pândega
arauto	internúncio
abolçar	rejeitar
propagar-se	transpirar
calda	xarope
macieza	moleza
esfazer-se	exalar-se
beberrote	cachaceiro
alicerçador	fundamentador
lugarejo	sítio
armar	maquinar
inscrever-se	matricular-se
enquadramento	inclusão
insigne	renomeado
patente	visível
bambalear	sacudir
galanteado	requestado
conjurar	impetrar
magriço	magrizela
dimanação	emanação
consolidar-se	louvar-se
florescer	vingar
vaporizar-se	volatizar-se
fagueiro	namorado
distração	espairecimento
bisbilho	múrmur
eloqüente	facundo
gotejar	transudar
adorador	fã
estrábico	vasqueiro
opinioso	porfioso
carnalidade	mundanalidade
decolorar	descorar
intumescência	turgescência
rimbombância	trovão
recaimento	reincidência
montanhês	montano
arengueiro	enredeiro
preâmbulo	prelúdio
brio	potra
cinta	precinto
desoneração	isenção
arremate	fecho
escasseado	falho
aplastar-se	cansar-se
descocado	impudente
apensar	apor
aviltado	depreciado
cerimonioso	mesurado
abaixamento	acaçapamento
abolsar-se	estufar-se
refulgência	rutilância
desencardir	limpar
descair	tombar
dispersar	estroçar
aquecido	encanzinado
calcadura	esmagamento
matutar	meditar
termo	túmulo
insinuar-se	presentar-se
motivar	ocasionar
magrete	magruço
replicar	retorqüir
afogueamento	caldeamento
aperiente	ecfrático
porejar	revir
atassalhar	retalhar
depilar	rapar
ajustamento	enquadramento
bradejar	uivar
antiibérico	antiiberista
atormentado	magoado
fúmeo	fúmido
deslizadeiro	resvaladoiro
ideal	idealização
pitada	ponta
benfeitoria	melhoramento
abugalhar	esgazear
indolência	madraçaria
discreto	judicioso
inocular	instilar
empuxar	impelir
despartir	desviar
enerve	lânguido
enfezar-se	importunar-se
mandrião	zopo
janotice	tafularia
concertar-se	dar-se
acrisolar-se	perfeiçoar-se
refinadura	refinamento
lodaçal	pântano
batelada	chorrilho
desinchação	detumescência
engalfinhar	pegar
agudez	subtilidade
desarar	descompor
embalado	iluso
escondedouro	esconso
liqüidante	liquidatário
espadeirada	estocada
contrário	desavindo
