conhecimento	escola
bulir	comover
plantação	plantio
escrever	insculpir
coscoro	crusta
compensar	pagar
castigo	reprimenda
queda	tombo
desembebedar-se	desemborrachar-se
aboriginal	crioulo
devolver	tornar
aliviado	leve
atufar	entupir
incensação	incensadela
admitir	permitir
farfalhada	rumorejo
ajustado	pactuado
bazófia	ostentação
desejador	desejoso
ansiar	later
contractível	contrátil
acariciar	mimosear
envilecer	rebaixar
desenfrenar-se	espinhar-se
endoidar	ensandecer
esperar	ficar
pacóvio	simplório
conciliar	enlaçar
desrespeitar	transgredir
negligência	ronceirismo
honrar-se	prosear
permitir	suportar
combatente	militar
ajustar-se	combinar-se
entabular	incoar
pardaço	ruço
maneira	técnica
malvado	nefando
sobrevir	suscitar-se
álveo	leito
rafaelista	rafaelita
escangalhado	espedaçado
mordiscar	soprar
agravar	recrudescer
assiduidade	presença
balancear	comparar
capucho	insociável
armipotente	mavórtico
envencilhar	jungir
personalizar	pessoalizar
desenvolver	vingar
montão	ruma
adelgadar	renegar
desembocar	vaziar
acanalhar-se	desonrar-se
amortecer	placar
dourar	entusiamar
aparamentado	ornamentado
desfeiteado	injuriado
correção	pena
bambalear-se	rebolir-se
libidinagem	volúpia
desafetado	lhano
afincamento	tenacidade
desarrochar	suxar
mavórcio	mavórtico
afazer-se	costumar-se
atoleiro	tijuco
afirmar	implantar
desarmar	desconjuntar
proximamente	recentemente
afroixado	largo
enfunar	pojar
esquipado	guarnecido
algaraviada	celeuma
lanoso	lanudo
desleixação	relaxidão
comissionar	recomendar
arrependimento	metanóia
coibir-se	mesurar-se
educar-se	polir-se
esquivar-se	eximir-se
capelo	chapeirão
alteração	indignação
desumidificar	esgotar
ataviar	ornamentar
chegar-se	conformar-se
achacado	corrompido
apontamento	indigitação
abichado	bichoso
adstritivo	estíptico
acidável	acidificável
agilidade	dinamismo
ataque	salteada
atrapalhado	avoado
peraltice	tafularia
contexto	tese
investida	remetida
embrincar	moldurar
guarnecimento	guarnição
desestimar	menosprezar
baboso	lambão
hastear	tender
enfurnar	enlocar
descansado	repousado
aliado	associado
jurar	maldiçoar
bajoujo	parvo
cimélio	raridade
repetição	retumbo
circunspeto	recatado
encafuado	encoberto
provento	vantagem
julgar	olhar
confusão	tumulto
esquírola	estila
absimilhante	dissemelhante
imaginar	suscitar
rebuçar	velar
enroscamento	parafusação
palpar	tocar
ovniológico	ufológico
desconhecedor	mal-agradecido
pio	religioso
lição	repreensão
editoração	publicação
abençoar	bendizer
noticiar	reportar
consideração	deferência
asfixiante	asfíxico
beataria	beatismo
querer	vontade
desajoujar-se	desligar-se
rameloso	remelão
convivência	convívio
furar	transir
anojoso	nojoso
aposento	morada
desembebedar	desembriagar
alhear	traspassar
desandar	tresandar
alívio	minoração
aluminífero	alúnico
poderoso	soberano
abonançar-se	sossegar-se
arrevesar	inverter
aposta	jogo
enforcar-se	esgoelar-se
abertal	abertiço
compatibilizar	reunir
assediar	enrolar
consumar	efetivar
desenroupado	desnudo
desluzir-se	embaciar-se
tesauro	thesaurus
úmbrico	umbro
chupar	libar
corpulência	espessura
saçaricar	sururucar
avérneo	infernal
acaiçarado	alarve
amachucado	depauperado
abril	juvenilidade
luziluzir	pestanejar
ignominioso	indigno
avaliar	enxergar
sombreado	sombroso
embodegado	lixento
absolvição	indulgência
expelido	expirado
fastoso	suntuoso
final	improrrogável
delinear	esboçar
emperlar	perolar
mais	restante
fuxicar	onzenar
desconchegar	destruir
congelar	regelar
derrapante	escorregadiço
desamarrotar	desenxovalhar
acaçapar-se	acovar-se
baiúca	bodega
pedir	vindicar
encolher-se	resignar-se
encarrancar-se	obscurecer-se
revir	vogar
resplendecer	ressaltar
caução	fiança
desmoronar-se	esfarelar-se
cartório	tabelinado
radiógrafo	radiologista
desarraigar-se	extirpar-se
latejar	later
censurado	reprovado
pintar	retratar
notar	verberar
transformar-se	transmudar-se
fermentáceo	fermentante
expelir	rojar
comportar	permitir
agitador	agitante
alborotar	desassossegar
perdido	submergido
pescar	tomar
espinhal	espinheiral
impersonalidade	impessoalidade
troçador	zombeteiro
adergar	falar
amoriscar-se	apassionar-se
entupir	tapar
junco	verdasca
melanoxanto	melaxanto
obsidiar	rascar
passeio	volta
aterrorizador	terrorizante
descuidar	transcurar
forçado	violentado
salvar	saudar
subdiretor	vice-diretor
emparelhar	empatar
avexar	torturar
enxundiar	nutrir
acérrimo	teimoso
iriar-se	matizar-se
coroar	eleger
acobertar	roupar
embonecar-se	engalanar-se
agonizar	boquear
bambolear	sacudir
sinal	traço
quilatar	tomar
alçar	exaltar
desentumecer	desintumescer
lorota	poeira
avassalar	superar
grosso	mal-educado
desgregar	erradicar
cavalariça	persigal
adido	amparado
casquilho	puxadinho
aceitar	subscrever
curvo	inflecto
detrair	infamar
bofetear	estapear
agremiar-se	juntar-se
consociar-se	reunir-se
aluvião	enchente
indenizar	remir
massamorda	miscelânea
conduzir	vibrar
fogoso	impetuoso
comunicar-se	contatar
sorver	varrer
chalaçar	pagodear
cevo	engorda
interesse	provento
rojar	sacudir
falecer	necessitar
vivenciar	viver
desencarregar	desobrigar
caçoada	trote
berrar	estrilar
perfeição	precisão
distinguir-se	predominar
esconjurar	repelir
comensurar	igualar
alma	vivacidade
apunhar	manear
assazoar	revestir
devaneador	sonhador
moderado	temperado
propósito	vista
desencalmar-se	sossegar-se
precação	súplica
alfandegar	alfandegueiro
alvescer	calear
estourar	estrugir
devagar	morosamente
aturado	seguido
atrocidade	monstruosidade
ambrosiado	delicioso
focar	salientar
abolir	esfazer
bençoar	favonear
ataviado	engalenado
aflorar	frolar
trapaceador	trapacento
alojar	condessar
abstrato	alheio
comprazer	releixar
borrifar	serenar
afável	amorável
encimar	remontar
enfaro	repugnância
aleta	narina
amamentação	lactação
ininterrupto	sucessivo
ensejar	produzir
enfastiar	fadigar
ambulante	erradio
chato	liso
amotinação	levante
incapaz	inválido
especioso	vão
aflito	apertado
agoniado	amargado
acirrante	exasperante
cascorriento	perebento
estrelante	rutilante
aldravice	trapaça
ditadura	prepotência
abraçamento	amplexo
dunguinha	rapazola
acentuado	saliente
exsicar	ressecar
abandonar-se	descurar-se
delatar	patentizar
gabador	rebolão
atestado	atulhado
encobertar	tapar
arroxeado	roxeado
despedir	rutilar
descasar-se	separar-se
calo	tiloma
esgote	exaustão
detestado	execrado
dificuldade	obstrucionismo
samexunga	sendeiro
afogar	dependurar
adicionado	aposto
parodiador	parodista
arrogante	corajoso
enevoar-se	ensombrecer-se
inserir-se	introduzir-se
parado	suspenso
combinado	determinado
multipontuado	salpintado
entrezar	travar
sangrador	sumidouro
aloucado	amalucado
buraco	hiato
báratro	sorvedoiro
painel	palco
calafetagem	calafetamento
aleatório	inopinado
cinzelar	gravar
cachaceiro	ebrioso
acatar	aceitar
encruado	indigesto
enlevado	inebriado
alvoroçado	alvorotado
trave	travessa
evidenciar	expirar
anulável	nulificável
espanto	sobressalto
desagoniar	desapertar
jactancioso	presunçoso
envolver-se	implicar-se
amor	carinho
impetuoso	veemente
acovar-se	amoutar-se
falace	frustratório
castrar	mutilar
abreviadamente	laconicamente
acafelado	encoberto
desajustado	solto
encruentar	tesar
tapadura	vedação
piscar	reluzir
advir	realizar-se
apalear	aporretar
conchavar-se	mancomunar-se
aquietar	pacificar
urdidura	urdimento
degenerar-se	estragar-se
discordante	inarmônico
deliciosamente	saborosamente
aqueronteu	trevoso
estimar	jubilar-se
desatracar-se	soltar-se
disparar	pregar
cavoucar	escavar
liquidado	líquido
canseira	fatigamento
cordial	fagueiro
asco	enfaro
oirejar	ourar
desconforme	monstruoso
impelir	prurir
malicioso	travesso
acanavear	dilacerar
arrabalde	subúrbio
aposentar	recolher
intáctil	intangível
escarpamento	talude
tonitruante	tonítruo
abnoitar	dormir
endocelular	intracelular
bronco	calino
distanciador	espaçador
capangada	jagunçaria
bofetão	munhecaço
obstáculo	transtorno
surpreendido	surpreso
engalar-se	envanecer-se
esborcelar	esbrucinar
preservar-se	salvaguardar-se
esforçado	estrênuo
burrego	burro
agregação	associação
cerro	outeiro
espiolhar	vasculhar
conflito	embate
descontaminar	despoluir
ressaio	rossio
farnel	merenda
esmolambado	pelintra
tinir	tremer
tenebrosidade	véu
parolear	tartarear
atreito	chegado
lassear	laxar
fixador	fixante
acravar-se	espetar-se
ansiado	cobiçado
valentia	veemência
arruá	atravessado
encenação	fantochada
condição	condicional
descender	ser
bagatela	nada
espraiar-se	esticar-se
migado	picado
batoque	gargaleira
domar-se	vencer-se
amesurar	mesurar
aniquilar-se	evaporizar-se
assomado	atrabilioso
depravado	ruim
decorticação	descascamento
correntio	costumeiro
sair	suceder
perlar	perolizar
lameirento	pantanoso
entregar-se	vagar
abominar-se	aborrecer-se
arrazoado	razoado
ferimento	raspão
dispensa	dispensação
jigajoga	ludíbrio
assentado	encravado
atitar	ciciar
respiradoiro	suspiro
cismativo	imaginativo
estupeficar	pasmar
engatado	unido
agalanado	esquipado
destroçado	dispersado
conturbado	revoltado
gula	gulosice
esforço	luta
despeitado	escandalizado
compromissar	meter
aplacar	serenar
aquisição	conquista
mica	migalha
delir	fundir
embevecer-se	encantar-se
conceptível	perceptível
acoitar-se	entroixar-se
engrimpinar-se	pavonear-se
indeclinabilidade	irrecusabilidade
escurecer	marear
buído	safado
imutável	irrevogável
dinheirento	opulento
apupado	assoviado
escola	imitadores
acarinhar	mimar
esconjurar-se	querelar-se
esmerar-se	timbrar
duradouro	perdurável
espantar	surpreender
incitar-se	rabiar
aflechar	susceptibilizar
fingir	furtar
desconhecimento	insipiência
macacal	simiesco
espírita	espiritista
prodigioso	tremendo
militância	oposição
defensor	padroeiro
sentir-se	tornar-se
entontecer	zonzar
arcado	arqueado
foguete	rojão
sussurrar	zinir
lapidificar	petrificar
didático	escolar
acossar	confranger
acalento	alívio
bordar	broslar
comumente	vulgarmente
decepado	seccionado
amotinar-se	insubordinar-se
chão	manso
aramista	equilibrista
desbandalhar	estrinçar
evolar-se	liberar
brincalhão	engraçado
desinquietar-se	incomodar-se
fonte	motivo
ser	suscitar
brumaceiro	nevoento
estulto	pateta
farelo	rebotalho
benefício	graça
enfeixar	entroixar
descabelado	tolo
demolir	rebaixar
acender-se	vulcanizar-se
razoar	sustentar
alparcata	alpercata
embrumar-se	encangotar-se
acúmulo	montão
escalar	saquear
gear	gelar
estapafúrdico	estapafúrdio
lourecer	lourejar
anojado	enfastiado
palavrear	palrar
enceleirar	poupar
refolhamento	rufo
palustre	pantanoso
consunto	gasto
empeçonhentar	estragar
consociar	reconciliar
adormecido	repousado
carpir-se	lamuriar-se
risca	traço
chicanista	rabulejador
entrajar-se	tratar-se
embrulho	encravação
hospitalário	nosocomial
impassível	inalterável
quebrado	violentado
escuridão	negrura
praxe	usança
deixa	oportunidade
apear	desfabricar
par	parelha
glanduliforme	glanduloso
aluado	destrambelhado
calejar-se	obdurar-se
consolidar	estipular
altareiro	beato
obstinado	persistente
desiludir	despersuadir
presumir	vislumbrar
apacificar	desencrespar
danação	estrago
aviltador	degradante
desarmonioso	malsoante
apossado	apropriado
assolapar	desmelhorar
envasadura	envasilhamento
desproveito	prejuízo
desapropositado	inoportuno
rejeitado	repelido
bem-aventurado	fortunoso
erector	eretor
enredear-se	intrincar-se
afaluado	afobado
igualizar	respaldar
escadeirar	zurzir
alfinetada	sainete
desarticular-se	desunir-se
danar	empeçonhentar
engano	engodamento
levantar-se	virar
donzel	singelo
escapamento	escoamento
opar-se	tufar-se
aquiescer	assentar
ativado	excitado
ablução	limpeza
palpitar	perquirir
ressicar	secar
mamar	velhacar
enfatuado	jactante
aflautado	delgado
ancípite	indeliberado
tratantada	tratantice
seccionado	tronco
conjurar-se	rebelar-se
consolação	consolo
germe	princípio
congeneridade	semelhança
retardação	retarde
escaldar	incendiar
infectar	profligar
auspício	predição
espenicar-se	ornar-se
embarreirar	fortificar
despejar	transvazar
desperdiçador	esperdiçador
desentaipar	desentulhar
antelóquio	prefácio
enxovalhado	infamado
atuar	sugestionar
dicionarista	lexicógrafo
grandaço	grandalhão
atontar	estontecer
aferrolhar	enclausurar
planta	traçado
horrífico	horrível
acalmar-se	placar
arrimar-se	jogar
esgoelar	estrilar
abismamento	assombro
colheita	safra
apodo	zombaria
ajutório	putirão
desassossegado	estavanado
macotena	morfético
cortês	educado
elanguescido	enfraquecido
bramoso	furioso
lavoira	lavragem
esplendorar	rutilar
diferençar	ver
namoradeiro	requestador
chibante	jactancioso
bem-parecido	bonito
sanguinoso	subumano
barda	tapagem
arranjado	organizado
indigno	refece
acometimento	saltada
cesura	corte
granja	quinta
apoltronar-se	refestelar-se
túnica	tunicela
açúcar	suavidade
bolear	esmerilar
lei	ordem
amorável	querençoso
acirrar-se	exasperar-se
assinalar	impor
rebocadura	reboque
arcebispado	arquidiocese
manco	rombo
extremismo	radicalismo
lograr	sofismar
desfrute	moca
finar-se	findar
lufa	rabanada
malífero	malsão
produtivo	rico
dessegredar	pregoar
caramunhar	chorincar
desencontrado	discordante
bebida	líquido
desaguar-se	verter-se
humilhação	ofensa
clínico	terapeuta
ditinho	intriga
altear-se	subir
aconchavar	ajustar
alanzoar	parlar
agrestice	incivilidade
escoicear	respingar
apeçonhentar	desvirtuar
desmancha	esborôo
grandalhão	grandão
conciso	condensado
laivo	vislumbre
disposição	tendência
ágil	despachado
calvinista	presbiteriano
amarar	angustiar
engavelar	faxinar
chaleirar	lisonjear
enfurecido	irado
mulher-perdida	prostituída
angelical	angélico
aviltar-se	injuriar-se
atassalhado	espedaçado
limar	policiar
assistir	demorar
beberes	bebes
conglutinoso	pegajento
gênero	jaez
carro	veículo
proprietária	senhora
circundamento	rodeamento
intermeter-se	permear-se
adstringir	dobrar
enfunação	inchação
candongueiro	lisonjeador
excluso	repelido
açude	mota
beliscadura	morsegão
abarracado	acampado
profícuo	proveitoso
arduidade	laboriosidade
infecto	pestilencioso
meigo	simpático
caminho	trilho
enxame	pelotão
abarracar	acampar
anódino	fútil
operar	proceder
confabular	falar
casto	ingênuo
beber	libar
seviciar	torturar
cachaça	pinga
abatocado	atapulhado
aparvalhado	extasiado
comezinho	humilde
beneficiário	favorecido
pensionário	pensionista
esmaecer	extinguir-se
inundar	submergir
cabrocar	segar
empancar	pejar
inteligência	mente
entortadura	torço
agrinaldar	festonar
ajudante	auxiliar
fragalheiro	molambudo
friso	quebra
longíquo	póstero
declive	pendor
chilreador	chilreiro
alucinar	desatinar
calmo	calmoso
manicurto	mesquinho
aprazer	deliciar
desfavorecer	renegar
etiqueta	praxe
aniquilamento	profusão
blasonador	bufador
absconder-se	ocultar-se
auferir	ter
regueira	riacho
ancoradouro	fundeadoiro
arreata	reata
colorar	envolver
expressão	gesto
aboleimar	apalmar
aerobata	aeróbata
desmiudar	minudenciar
agrilhoar	engranzar
aderir	gostar
convencedor	suasório
chefiar	patroar
melodia	música
encher-se	estufar-se
tento	tino
amarrar-se	emperrar
inquérito	interrogação
pascer	retoiçar
animado	espigaitado
bestear	zanzar
insinuar	ministrar
dirigido	orientado
desbastecer	madurecer
falha	imperfeição
ferido	sentido
motejar	ridicularizar
arrancadura	surto
abrutamento	rudeza
alvinitente	flamíneo
repressor	repressório
aca	raposinho
provocante	sedutor
prosápia	rebolaria
cindir	desentrosar
administrado	encabeçado
adoçado	dulcificado
barulhar	estourar
armazém	mercearia
encenar	ostentar
atolar-se	envasar-se
